-0.1,-0.1,0,0,0.0075
-0.075,-0.1,0,0,0.00625
-0.05,-0.1,0,0,0.005
-0.025,-0.1,0,0,0.00375
0,-0.1,0,0,0.0025
0.025,-0.1,0,0,0.00125
0.05,-0.1,0,0,8.67361737988404e-19
0.075,-0.1,0,0,-0.00125
-0.1,-0.075,0,0,0.006875
-0.075,-0.075,0,0,0.005625
-0.05,-0.075,0,0,0.004375
-0.025,-0.075,0,0,0.003125
0,-0.075,0,0,0.001875
0.025,-0.075,0,0,0.000624999999999999
0.05,-0.075,0,0,-0.000624999999999999
0.075,-0.075,0,0,-0.001875
-0.1,-0.05,0,0,0.00625
-0.075,-0.05,0,0,0.005
-0.05,-0.05,0,0,0.00375
-0.025,-0.05,0,0,0.0025
0,-0.05,0,0,0.00125
0.025,-0.05,0,0,-8.67361737988404e-19
0.05,-0.05,0,0,-0.00125
0.075,-0.05,0,0,-0.0025
-0.1,-0.025,0,0,0.005625
-0.075,-0.025,0,0,0.004375
-0.05,-0.025,0,0,0.003125
-0.025,-0.025,0,0,0.001875
0,-0.025,0,0,0.000625
0.025,-0.025,0,0,-0.000625000000000001
0.05,-0.025,0,0,-0.001875
0.075,-0.025,0,0,-0.003125
-0.1,0,0,0,0.005
-0.075,0,0,0,0.00375
-0.05,0,0,0,0.0025
-0.025,0,0,0,0.00125
0,0,0,0,-0
0.025,0,0,0,-0.00125
0.05,0,0,0,-0.0025
0.075,0,0,0,-0.00375
-0.1,0.025,0,0,0.004375
-0.075,0.025,0,0,0.003125
-0.05,0.025,0,0,0.001875
-0.025,0.025,0,0,0.000625
0,0.025,0,0,-0.000625000000000001
0.025,0.025,0,0,-0.001875
0.05,0.025,0,0,-0.003125
0.075,0.025,0,0,-0.004375
-0.1,0.05,0,0,0.00375
-0.075,0.05,0,0,0.0025
-0.05,0.05,0,0,0.00125
-0.025,0.05,0,0,6.50521303491303e-19
0,0.05,0,0,-0.00125
0.025,0.05,0,0,-0.0025
0.05,0.05,0,0,-0.00375
0.075,0.05,0,0,-0.005
-0.1,0.075,0,0,0.003125
-0.075,0.075,0,0,0.001875
-0.05,0.075,0,0,0.000625
-0.025,0.075,0,0,-0.000625
0,0.075,0,0,-0.001875
0.025,0.075,0,0,-0.003125
0.05,0.075,0,0,-0.004375
0.075,0.075,0,0,-0.005625
